11,250.1,674.8,113.3,8,0
14,250.1,674.8,113.3,8,0
15,250.1,698.6,113.3,8,0
18,250.1,698.6,113.3,8,0
19,250.1,722.3,113.3,8,0
112,250.1,722.3,113.3,8,0
113,253.9,745,98.8,9.1,0
116,253.9,745,98.8,9.1,0
114,142.6,745,56,9.1,0
115,142.6,745,56,9.1,0
111,127.4,721.2,71.3,9.1,0
110,127.4,721.2,71.3,9.1,0
17,127.4,697.5,71.3,9.1,0
16,127.4,697.5,71.3,9.1,0
13,127.4,673.7,71.3,9.1,0
12,127.4,673.7,71.3,9.1,0
285,588.5,121.7,60.6,7.5,1
290,588.5,121.7,60.6,7.5,1
279,564.2,121.7,60.6,7.5,1
284,564.2,121.7,60.6,7.5,1
273,539.8,121.7,60.6,7.5,1
278,539.8,121.7,60.6,7.5,1
267,515.5,121.7,60.6,7.5,1
272,515.5,121.7,60.6,7.5,1
261,494.3,121.7,60.6,7.5,1
266,494.3,121.7,60.6,7.5,1
990,Missing,Missing,Missing,Missing,0
286,574.9,226.1,87.7,7.5,1
289,574.9,226.1,87.7,7.5,1
280,550.6,226.1,87.7,7.5,1
283,550.6,226.1,87.7,7.5,1
274,526.2,226.1,87.7,7.5,1
277,526.2,226.1,87.7,7.5,1
268,501.9,226.1,87.7,7.5,1
271,501.9,226.1,87.7,7.5,1
262,480.8,226.1,87.7,7.5,1
265,480.8,226.1,87.7,7.5,1
257,456.4,226.1,87.7,7.5,1
260,456.4,226.1,87.7,7.5,1
253,411,226.1,87.7,7.5,1
254,411,226.1,87.7,7.5,1
251,386.6,226.1,87.7,7.5,1
252,386.6,226.1,87.7,7.5,1
249,362.3,226.1,87.7,7.5,1
250,362.3,226.1,87.7,7.5,1
247,341.2,226.1,87.7,7.5,1
248,341.2,226.1,87.7,7.5,1
245,316.8,226.1,87.7,7.5,1
246,316.8,226.1,87.7,7.5,1
243,293.7,226.1,87.7,7.5,1
244,293.7,226.1,87.7,7.5,1
241,269.4,226.1,87.7,7.5,1
242,269.4,226.1,87.7,7.5,1
239,248.3,226.1,87.7,7.5,1
240,248.3,226.1,87.7,7.5,1
237,223.9,226.1,87.7,7.5,1
238,223.9,226.1,87.7,7.5,1
235,207,232.2,75.5,7.5,1
236,207,232.2,75.5,7.5,1
231,182.2,232.2,75.5,7.5,1
234,182.2,232.2,75.5,7.5,1
227,159,232.2,75.5,7.5,1
230,159,232.2,75.5,7.5,1
233,169,344.8,101.8,7.5,1
232,169,344.8,101.8,7.5,1
259,449.4,343.5,101.8,7.5,1
258,449.4,343.5,101.8,7.5,1
264,473.7,343.5,101.8,7.5,1
263,473.7,343.5,101.8,7.5,1
270,494.8,343.5,101.8,7.5,1
269,494.8,343.5,101.8,7.5,1
276,519.2,343.5,101.8,7.5,1
275,519.2,343.5,101.8,7.5,1
281,550.3,350.2,88.3,7.5,1
282,550.3,350.2,88.3,7.5,1
288,567.9,343.5,101.8,7.5,1
287,567.9,343.5,101.8,7.5,1
998,MISSING,MISSING,MISSING,MISSING,0
994,MISSING,MISSING,MISSING,MISSING,0
2102,574.1,491.9,89.4,7.5,1
2103,574.1,491.9,89.4,7.5,1
293,567.2,601.9,103.2,7.5,1
296,567.2,601.9,103.2,7.5,1
2101,547.7,595.4,90.3,7.5,1
2104,547.7,595.4,90.3,7.5,1
2109,518.5,601.9,103.2,7.5,1
2112,518.5,601.9,103.2,7.5,1
2117,495.7,601.9,103.2,7.5,1
2120,495.7,601.9,103.2,7.5,1
2125,471.4,601.9,103.2,7.5,1
2128,471.4,601.9,103.2,7.5,1
2133,448.6,601.9,103.2,7.5,1
2136,448.6,601.9,103.2,7.5,1
2140,430.8,595.4,90.3,7.5,1
2143,430.8,595.4,90.3,7.5,1
2146,401.6,601.9,103.2,7.5,1
2149,401.6,601.9,103.2,7.5,1
2152,378.8,601.9,103.2,7.5,1
2155,378.8,601.9,103.2,7.5,1
2158,354.5,601.9,103.2,7.5,1
2161,354.5,601.9,103.2,7.5,1
2165,331.7,601.9,103.2,7.5,1
2168,331.7,601.9,103.2,7.5,1
2173,316.5,595.4,90.3,7.5,1
2176,316.5,595.4,90.3,7.5,1
800,284.5,601.9,103.2,7.5,1
801,261.6,601.9,103.2,7.5,1
700,261.6,601.9,103.2,7.5,1
292,573.7,716.8,90.3,7.5,1
297,573.7,716.8,90.3,7.5,1
291,590.2,820,57.1,7.5,1
298,590.2,820,57.1,7.5,1
299,562.6,820,57.1,7.5,1
2106,562.6,820,57.1,7.5,1
2107,541.5,820,57.1,7.5,1
2114,541.5,820,57.1,7.5,1
2115,518.8,820,57.1,7.5,1
2122,518.8,820,57.1,7.5,1
2123,494.5,820,57.1,7.5,1
2130,494.5,820,57.1,7.5,1
2131,471.7,820,57.1,7.5,1
2138,471.7,820,57.1,7.5,1
2163,354.8,820,57.1,7.5,1
2170,354.8,820,57.1,7.5,1
2171,333.1,820,57.1,7.5,1
2178,333.1,820,57.1,7.5,1
2179,307.6,820,57.1,7.5,1
803,307.6,820,57.1,7.5,1
804,284.7,820,57.1,7.5,1
2100,547.7,716.8,90.3,7.5,1
2105,547.7,716.8,90.3,7.5,1
2108,525,716.8,90.3,7.5,1
2113,525,716.8,90.3,7.5,1
2116,502.2,716.8,90.3,7.5,1
2121,502.2,716.8,90.3,7.5,1
2124,477.9,716.8,90.3,7.5,1
2129,477.9,716.8,90.3,7.5,1
2132,455.1,716.8,90.3,7.5,1
2137,455.1,716.8,90.3,7.5,1
2139,430.8,716.8,90.3,7.5,1
2144,430.8,716.8,90.3,7.5,1
2145,408.1,716.8,90.3,7.5,1
2150,408.1,716.8,90.3,7.5,1
2151,385.3,716.8,90.3,7.5,1
2156,385.3,716.8,90.3,7.5,1
2157,361,716.8,90.3,7.5,1
2162,361,716.8,90.3,7.5,1
2164,338.2,716.8,90.3,7.5,1
2169,338.2,716.8,90.3,7.5,1
2172,316.5,716.8,90.3,7.5,1
2177,316.5,716.8,90.3,7.5,1
805,291,716.8,90.3,7.5,1
806,268.1,716.8,90.3,7.5,1
701,268.1,716.8,90.3,7.5,1
2111,557.7,484,73.5,7.5,1
2110,557.7,484,73.5,7.5,1
2118,526.4,490.9,87.4,7.5,1
2119,526.4,490.9,87.4,7.5,1
2126,503.7,490.9,87.4,7.5,1
2127,503.7,490.9,87.4,7.5,1
2134,479.3,490.9,87.4,7.5,1
2135,479.3,490.9,87.4,7.5,1
2141,456.6,490.9,87.4,7.5,1
2142,456.6,490.9,87.4,7.5,1
2147,440.8,484,73.5,7.5,1
2148,440.8,484,73.5,7.5,1
2153,409.5,490.9,87.4,7.5,1
2154,409.5,490.9,87.4,7.5,1
991,386.8,490.9,87.4,7.5,1
992,386.8,490.9,87.4,7.5,1
2159,362.4,490.9,87.4,7.5,1
2160,362.4,490.9,87.4,7.5,1
2167,339.6,490.9,87.4,7.5,1
2166,339.6,490.9,87.4,7.5,1
807,306.1,504.9,59.3,7.5,1
808,282.5,504.9,59.3,7.5,1
702,282.5,504.9,59.3,7.5,1
2174,324.8,483.1,71.8,7.5,1
2175,324.8,483.1,71.8,7.5,1
228,145.8,344.8,101.8,7.5,1
229,145.8,344.8,101.8,7.5,1
224,122.6,344.8,101.8,7.5,1
225,122.6,344.8,101.8,7.5,1
220,99.6,344.8,101.8,7.5,1
221,99.6,344.8,101.8,7.5,1
217,83.2,337.6,87.4,7.5,1
216,83.2,337.6,87.4,7.5,1
212,60.7,337.6,87.4,7.5,1
213,60.7,337.6,87.4,7.5,1
26,32.8,317.4,47.8,8.3,1
27,32.8,317.4,47.8,8.3,1
23,22.6,327.5,28,7.9,
22,22.6,327.5,28,7.9,1
223,137.2,232.2,75.5,7.5,1
226,137.2,232.2,75.5,7.5,1
219,112.8,232.2,75.5,7.5,1
222,112.8,232.2,75.5,7.5,1
215,89.1,232.2,75.5,7.5,1
218,89.1,232.2,75.5,7.5,1
211,65.5,232.2,75.5,7.5,1
214,65.5,232.2,75.5,7.5,1
29,42.4,232.2,75.5,7.5,1
210,42.4,232.2,75.5,7.5,1
25,18.6,232.2,75.5,7.5,1
28,18.6,232.2,75.5,7.5,1
21,-5,232.2,75.5,7.5,1
24,-5,232.2,75.5,7.5,1
